FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL,Has_fight,AGE_DAYS,AGE
Darren Stewart,72.0,205.0,74.0,Orthodox,1990-12-30,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,True,12337.0,33
Kyle Stewart,72.0,170.0,76.0,Orthodox,1989-01-31,http://ufcstats.com/fighter-details/bb61823f76361297,True,13035.0,35
Alex Stiebling,74.0,205.0,,Southpaw,,http://ufcstats.com/fighter-details/df5a77121ba84a5d,True,,0
Dan Stittgen,73.0,170.0,,Orthodox,1980-11-17,http://ufcstats.com/fighter-details/cc3147b49c7d7d92,True,16032.0,43
Denis Stojnic,72.0,245.0,,Orthodox,1980-02-02,http://ufcstats.com/fighter-details/a421465acbe59c77,True,16321.0,44
Julija Stoliarenko,67.0,125.0,66.0,Orthodox,1993-04-08,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb,True,11507.0,31
Dustin Stoltzfus,72.0,185.0,75.0,Orthodox,1991-11-15,http://ufcstats.com/fighter-details/71505842fb6455c3,True,12017.0,32
Niklas Stolze,73.0,155.0,74.0,Switch,1992-12-28,http://ufcstats.com/fighter-details/62f7097c04311193,True,11608.0,31
Ken Stone,68.0,135.0,71.0,Southpaw,1982-10-08,http://ufcstats.com/fighter-details/fbf0947399d14323,True,15342.0,42
Rick Story,69.0,170.0,71.0,Southpaw,1984-08-28,http://ufcstats.com/fighter-details/5b5307450405abf0,True,14652.0,40
Darko Stosic,72.0,205.0,76.0,Orthodox,1992-02-09,http://ufcstats.com/fighter-details/025f0b1b58fbad01,True,11931.0,32
Greg Stott,67.0,220.0,,Southpaw,,http://ufcstats.com/fighter-details/91181b29be041f1c,True,,0
Curtis Stout,73.0,185.0,,Southpaw,1973-11-07,http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2,True,18599.0,50
Sam Stout,69.0,155.0,70.0,Orthodox,1984-04-23,http://ufcstats.com/fighter-details/501b07aec9b8fc2d,True,14779.0,40
Jesse Strader,67.0,135.0,70.0,Orthodox,1991-05-29,http://ufcstats.com/fighter-details/8c39367b53eadf8a,True,12187.0,33
Dave Strasser,70.0,170.0,,Orthodox,1969-07-13,http://ufcstats.com/fighter-details/980b4e712489098e,True,20177.0,55
Gerald Strebendt,69.0,155.0,,Orthodox,1979-03-01,http://ufcstats.com/fighter-details/04f9fe830cf13482,True,16659.0,45
Sean Strickland,73.0,185.0,76.0,Orthodox,1991-02-27,http://ufcstats.com/fighter-details/0d8011111be000b2,True,12278.0,33
Mark Striegl,68.0,145.0,70.0,Southpaw,1988-06-23,http://ufcstats.com/fighter-details/ef1182eb28c17d4e,True,13257.0,36
Hans Stringer,75.0,205.0,,Orthodox,1987-07-06,http://ufcstats.com/fighter-details/523f6ad11dbe9b53,True,13610.0,37
Stefan Struve,83.0,265.0,84.0,Orthodox,1988-02-18,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,True,13383.0,36
Mike Stumpf,70.0,170.0,,,1986-08-01,http://ufcstats.com/fighter-details/c0c36a5b3d5bbdd5,True,13949.0,38
Tatiana Suarez,65.0,115.0,66.0,Southpaw,1990-12-19,http://ufcstats.com/fighter-details/b08012bbe542592a,True,12348.0,33
Genki Sudo,69.0,155.0,,Orthodox,1978-03-08,http://ufcstats.com/fighter-details/99dd0147dc4ef80c,True,17017.0,46
George Sullivan,72.0,170.0,73.0,Orthodox,1981-03-13,http://ufcstats.com/fighter-details/6c7e25571490aa3b,True,15916.0,43
Amar Suloev,69.0,183.0,,Orthodox,1976-07-01,http://ufcstats.com/fighter-details/7aa88401f93ce836,True,17632.0,48
Sumudaerji,68.0,125.0,72.0,Southpaw,1996-01-20,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3,True,10490.0,28
Martin Svensson,73.0,155.0,,,1985-04-25,http://ufcstats.com/fighter-details/bcad7223af3c19da,True,14412.0,39
Cub Swanson,68.0,145.0,70.0,Orthodox,1983-11-02,http://ufcstats.com/fighter-details/d247691a6c0e9034,True,14952.0,40
Mike Swick,73.0,170.0,77.0,Orthodox,1979-06-19,http://ufcstats.com/fighter-details/9fe85152f351e737,True,16549.0,45
Floyd Sword,72.0,185.0,,Orthodox,1976-08-24,http://ufcstats.com/fighter-details/5330fe7e4c3af81c,True,17578.0,48
Oumar Sy,76.0,205.0,83.0,Orthodox,1995-11-21,http://ufcstats.com/fighter-details/46e2011d92463b7e,True,10550.0,28
Bentley Syler,64.0,125.0,,Orthodox,1982-12-22,http://ufcstats.com/fighter-details/abd2109bc4cb0291,True,15267.0,41
Tim Sylvia,80.0,265.0,80.0,Orthodox,1976-03-05,http://ufcstats.com/fighter-details/2a542ee8a8b83559,True,17750.0,48
Eugenio Tadeu,68.0,160.0,,Orthodox,,http://ufcstats.com/fighter-details/f70144caea5c4c80,True,,0
Justin Tafa,72.0,264.0,74.0,Southpaw,1993-12-13,http://ufcstats.com/fighter-details/e13abac8089a801a,True,11258.0,30
Junior Tafa,75.0,240.0,75.0,Orthodox,1996-09-21,http://ufcstats.com/fighter-details/c15fa95b9a12fde4,True,10245.0,28
Khalid Taha,65.0,135.0,69.0,Orthodox,1992-02-15,http://ufcstats.com/fighter-details/b4537562f88ac582,True,11925.0,32
Tatsuro Taira,67.0,125.0,70.0,Orthodox,2000-01-27,http://ufcstats.com/fighter-details/4461d7e47375a895,True,9022.0,24
Mairbek Taisumov,69.0,155.0,73.0,Orthodox,1988-08-08,http://ufcstats.com/fighter-details/8f5c8850b2484173,True,13211.0,36
Yoshiki Takahashi,71.0,199.0,,Southpaw,1969-03-13,http://ufcstats.com/fighter-details/6420efac0578988b,True,20299.0,55
Daiju Takase,72.0,170.0,,Southpaw,1978-04-20,http://ufcstats.com/fighter-details/4f74c8be51db8a37,True,16974.0,46
Oleg Taktarov,72.0,210.0,,Orthodox,1967-08-26,http://ufcstats.com/fighter-details/1dc56b59cb28425d,True,20864.0,57
Payton Talbott,70.0,135.0,70.0,Switch,1998-09-09,http://ufcstats.com/fighter-details/6e743a33d56bdaa4,True,9527.0,26
Nordine Taleb,73.0,170.0,74.0,Orthodox,1981-06-10,http://ufcstats.com/fighter-details/49858bf46dabf6fb,True,15827.0,43
Issei Tamura,65.0,135.0,63.0,Orthodox,1984-03-12,http://ufcstats.com/fighter-details/57bf89d42364d39e,True,14821.0,40
Jason Tan,70.0,170.0,,Orthodox,1981-12-17,http://ufcstats.com/fighter-details/ad3041e61896b975,True,15637.0,42
Michinori Tanaka,65.0,135.0,67.0,Orthodox,1990-10-04,http://ufcstats.com/fighter-details/64788ee44b062ded,True,12424.0,34
Evan Tanner,72.0,185.0,74.0,Orthodox,1971-02-11,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f,True,19599.0,53
Miesha Tate,66.0,135.0,65.0,Orthodox,1986-08-18,http://ufcstats.com/fighter-details/b96619b3acd7d9da,True,13932.0,38
Thiago Tavares,67.0,145.0,70.0,Orthodox,1984-11-08,http://ufcstats.com/fighter-details/8a59d346dc976a10,True,14580.0,39
Brad Tavares,73.0,185.0,74.0,Orthodox,1987-12-21,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,True,13442.0,36
Ramon Taveras,68.0,135.0,70.0,Southpaw,1994-01-09,http://ufcstats.com/fighter-details/c5ccd878231c5407,True,11231.0,30
Paul Taylor,72.0,155.0,72.0,Orthodox,1979-12-15,http://ufcstats.com/fighter-details/9b74de674c355425,True,16370.0,44
Jesse Taylor,72.0,170.0,73.0,Orthodox,1983-01-02,http://ufcstats.com/fighter-details/dd992d569aaebee6,True,15256.0,41
Danielle Taylor,60.0,115.0,60.0,Orthodox,1989-10-25,http://ufcstats.com/fighter-details/b76c6268dc1d3c05,True,12768.0,34
James Te Huna,74.0,185.0,75.0,Orthodox,1981-09-29,http://ufcstats.com/fighter-details/f5431394fb284bb9,True,15716.0,43
Glover Teixeira,74.0,205.0,76.0,Orthodox,1979-10-28,http://ufcstats.com/fighter-details/7ff97850e8c32bda,True,16418.0,44
John Teixeira,67.0,145.0,,Orthodox,1986-11-18,http://ufcstats.com/fighter-details/86061eaba822bfea,True,13840.0,37
Tra Telligman,74.0,233.0,,Orthodox,1965-02-07,http://ufcstats.com/fighter-details/1dab0d1d81dd06db,True,21794.0,59
David Terrell,73.0,185.0,,Southpaw,1978-01-09,http://ufcstats.com/fighter-details/4123fd4dcc1fe937,True,17075.0,46
David Teymur,69.0,155.0,73.0,Southpaw,1989-05-01,http://ufcstats.com/fighter-details/2747c60e42d9d75f,True,12945.0,35
Daniel Teymur,65.0,145.0,69.0,Orthodox,1988-02-03,http://ufcstats.com/fighter-details/fbf0537e420e698e,True,13398.0,36
Motonobu Tezuka,67.0,135.0,,Southpaw,1987-08-29,http://ufcstats.com/fighter-details/d34636a85f0f4c90,True,13556.0,37
Jason Thacker,70.0,185.0,,Orthodox,1975-08-18,http://ufcstats.com/fighter-details/f0264252e191da22,True,17950.0,49
Brandon Thatch,74.0,170.0,74.0,Switch,1985-07-11,http://ufcstats.com/fighter-details/638cfec7ec559d6e,True,14335.0,39
Elias Theodorou,73.0,185.0,75.0,Orthodox,1988-05-31,http://ufcstats.com/fighter-details/34f88592c0ab7a54,True,13280.0,36
Paulo Thiago,71.0,170.0,74.0,Orthodox,1981-01-25,http://ufcstats.com/fighter-details/30a09e43f15f1d75,True,15963.0,43
Din Thomas,69.0,155.0,,Orthodox,1976-09-28,http://ufcstats.com/fighter-details/40a604761ca7d64d,True,17543.0,48
Ryan Thomas,72.0,170.0,,Orthodox,1984-11-05,http://ufcstats.com/fighter-details/b732b326c362fb62,True,14583.0,39
Nick Thompson,73.0,170.0,74.0,Orthodox,1981-06-23,http://ufcstats.com/fighter-details/7d3caf0f96f1b33d,True,15814.0,43
Oli Thompson,73.0,242.0,75.0,Orthodox,1980-01-02,http://ufcstats.com/fighter-details/dcdd511ff757f15c,True,16352.0,44
Stephen Thompson,72.0,170.0,75.0,Orthodox,1983-02-11,http://ufcstats.com/fighter-details/4a28cb716c19157a,True,15216.0,41
Josh Thomson,70.0,155.0,71.0,Orthodox,1978-09-21,http://ufcstats.com/fighter-details/a566371ba2ad7152,True,16820.0,46
Simeon Thoresen,73.0,170.0,79.0,Orthodox,1984-03-14,http://ufcstats.com/fighter-details/fea8acf9bfcf09ec,True,14819.0,40
Gleison Tibau,70.0,155.0,71.0,Southpaw,1983-10-07,http://ufcstats.com/fighter-details/75e5fec9f72910ef,True,14978.0,41
Chris Tickle,69.0,155.0,,,1982-02-01,http://ufcstats.com/fighter-details/1d1b85389a05df69,True,15591.0,42
Nolan Ticman,66.0,125.0,,Orthodox,1988-05-17,http://ufcstats.com/fighter-details/9eb069062a0cfc13,True,13294.0,36
Darren Till,72.0,185.0,74.0,Southpaw,1992-12-24,http://ufcstats.com/fighter-details/9ce6d5a03af801b7,True,11612.0,31
Denis Tiuliulin,73.0,185.0,77.0,Orthodox,1988-05-17,http://ufcstats.com/fighter-details/0112352cb32f5026,True,13294.0,36
Dusko Todorovic,73.0,185.0,74.0,Orthodox,1994-05-19,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,True,11101.0,30
Tuco Tokkos,76.0,205.0,76.0,Orthodox,1990-06-30,http://ufcstats.com/fighter-details/3e8118c1ab52f211,True,12520.0,34
Kazuki Tokudome,71.0,155.0,73.0,Southpaw,1987-03-04,http://ufcstats.com/fighter-details/c4af2feb4b58bc3b,True,13734.0,37
Puja Tomar,64.0,115.0,59.0,Southpaw,1993-12-05,http://ufcstats.com/fighter-details/19f8a2f6eecd92ac,True,11266.0,30
Tyler Toner,68.0,145.0,70.0,Orthodox,1983-03-31,http://ufcstats.com/fighter-details/8e893f269d5696b2,True,15168.0,41
James Toney,69.0,220.0,,Orthodox,1968-08-24,http://ufcstats.com/fighter-details/d10b35152277cf98,True,20500.0,56
Ilia Topuria,67.0,145.0,69.0,Orthodox,1997-01-21,http://ufcstats.com/fighter-details/54f64b5e283b0ce7,True,10123.0,27
Anthony Torres,68.0,170.0,,Orthodox,1978-07-31,http://ufcstats.com/fighter-details/918d9d89d4d52acc,True,16872.0,46
Miguel Torres,69.0,135.0,76.0,Orthodox,1981-01-18,http://ufcstats.com/fighter-details/33b2f68ef95252e0,True,15970.0,43
Ronys Torres,67.0,155.0,,Orthodox,1975-08-13,http://ufcstats.com/fighter-details/cce79e827569f26e,True,17955.0,49
Alex Torres,70.0,145.0,,Orthodox,1988-05-29,http://ufcstats.com/fighter-details/e4e0f310b3cf23a8,True,13282.0,36
Jose Torres,64.0,125.0,65.0,Orthodox,1992-08-02,http://ufcstats.com/fighter-details/d2036f31c035e0d1,True,11756.0,32
Manuel Torres,70.0,155.0,73.0,Switch,1995-03-25,http://ufcstats.com/fighter-details/2e7878927067fdca,True,10791.0,29
Salim Touahri,70.0,170.0,72.0,Orthodox,1989-09-28,http://ufcstats.com/fighter-details/cbf1c7ba5408a66f,True,12795.0,35
Dequan Townsend,75.0,205.0,79.0,Orthodox,1986-05-11,http://ufcstats.com/fighter-details/3f7dab21b6c971bc,True,14031.0,38
Roberto Traven,75.0,227.0,,Orthodox,1968-09-16,http://ufcstats.com/fighter-details/20ec0061400178ca,True,20477.0,56
Francisco Trevino,69.0,155.0,70.0,Orthodox,1981-12-17,http://ufcstats.com/fighter-details/97a6bbe6e6566a94,True,15637.0,42
Frank Trigg,69.0,170.0,71.0,Southpaw,1972-05-07,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d,True,19148.0,52
Francisco Trinaldo,69.0,170.0,70.0,Southpaw,1978-08-24,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,True,16848.0,46
Michael Trizano,71.0,145.0,71.0,Orthodox,1991-12-31,http://ufcstats.com/fighter-details/5bf31a46becc1204,True,11971.0,32
Antonio Trocoli,77.0,185.0,80.0,Orthodox,1990-12-06,http://ufcstats.com/fighter-details/6d48a2df51749d91,True,12361.0,33
Tor Troeng,74.0,185.0,,Orthodox,1983-01-25,http://ufcstats.com/fighter-details/8abf70f79e9e27c2,True,15233.0,41
Abel Trujillo,68.0,155.0,70.0,Orthodox,1983-09-18,http://ufcstats.com/fighter-details/e14b5aa06eea9653,True,14997.0,41
Arman Tsarukyan,67.0,155.0,72.0,Orthodox,1996-10-11,http://ufcstats.com/fighter-details/eae48ff31db420c2,True,10225.0,27
Rei Tsuruya,66.0,125.0,68.0,Orthodox,2002-06-22,http://ufcstats.com/fighter-details/2f43a3e82661fa99,True,8145.0,22
Chris Tuchscherer,74.0,258.0,76.0,Orthodox,1975-09-08,http://ufcstats.com/fighter-details/df05aa15b2d66f57,True,17929.0,49
Jon Tuck,71.0,155.0,73.0,Orthodox,1984-08-28,http://ufcstats.com/fighter-details/53ec9cb470e1a4ea,True,14652.0,40
Gavin Tucker,66.0,145.0,66.0,Southpaw,1986-06-17,http://ufcstats.com/fighter-details/da816417a579a0bd,True,13994.0,38
Jumabieke Tuerxun,67.0,135.0,,Orthodox,1986-04-17,http://ufcstats.com/fighter-details/1ed32eaaba9ffe10,True,14055.0,38
Tai Tuivasa,74.0,264.0,75.0,Southpaw,1993-03-16,http://ufcstats.com/fighter-details/c62fbc117d57b943,True,11530.0,31
Zubaira Tukhugov,68.0,155.0,68.0,Orthodox,1991-01-15,http://ufcstats.com/fighter-details/aceffa19749c4dc0,True,12321.0,33
Albert Tumenov,71.0,170.0,73.0,Orthodox,1991-12-26,http://ufcstats.com/fighter-details/ff6a1f63c254127e,True,11976.0,32
Ricky Turcios,69.0,135.0,71.0,Orthodox,1993-06-05,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c,True,11449.0,31
Anton Turkalj,76.0,205.0,78.0,Orthodox,1996-06-10,http://ufcstats.com/fighter-details/82529ce93cd9a2cf,True,10348.0,28
Wellington Turman,72.0,170.0,72.0,Orthodox,1996-07-22,http://ufcstats.com/fighter-details/4dcfb28c011c11b2,True,10306.0,28
Jalin Turner,75.0,155.0,77.0,Southpaw,1995-05-18,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,True,10737.0,29
Marcin Tybura,75.0,249.0,78.0,Orthodox,1985-11-09,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,True,14214.0,38
Alberto Uda,75.0,185.0,,Orthodox,1984-08-08,http://ufcstats.com/fighter-details/8f2deefe8c5dfb5d,True,14672.0,40
Tagir Ulanbekov,67.0,125.0,70.0,Southpaw,1991-08-07,http://ufcstats.com/fighter-details/f00ac08ab056af5d,True,12117.0,33
Carlos Ulberg,76.0,205.0,77.0,Orthodox,1990-11-07,http://ufcstats.com/fighter-details/9014c02eff8b3d62,True,12390.0,33
Gasan Umalatov,71.0,170.0,71.0,Orthodox,1982-09-11,http://ufcstats.com/fighter-details/7a39bbac8cc0fa70,True,15369.0,42
Caol Uno,67.0,155.0,70.0,Southpaw,1975-05-08,http://ufcstats.com/fighter-details/eb1723480fa2f96c,True,18052.0,49
Hector Urbina,71.0,170.0,73.0,Orthodox,1987-09-17,http://ufcstats.com/fighter-details/4b8fb0453a596b8e,True,13537.0,37
Gilbert Urbina,75.0,170.0,75.0,Orthodox,1996-04-05,http://ufcstats.com/fighter-details/b12fb759e02378de,True,10414.0,28
Yasuhiro Urushitani,65.0,125.0,,Southpaw,1976-09-08,http://ufcstats.com/fighter-details/c34e5849184b08c3,True,17563.0,48
Kamaru Usman,72.0,170.0,76.0,Switch,1987-05-11,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,True,13666.0,37
Mohammed Usman,74.0,239.0,79.0,Orthodox,1989-04-01,http://ufcstats.com/fighter-details/da7f113b5ea39c43,True,12975.0,35
Darren Uyenoyama,66.0,125.0,65.0,Orthodox,1979-10-15,http://ufcstats.com/fighter-details/6546af7ab545b90c,True,16431.0,44
Richie Vaculik,66.0,125.0,69.0,Orthodox,1983-06-19,http://ufcstats.com/fighter-details/54578e5927adea53,True,15088.0,41
Genaro Valdez,69.0,155.0,72.0,Orthodox,1992-01-16,http://ufcstats.com/fighter-details/cda1099995b46cc2,True,11955.0,32
Charlie Valencia,63.0,135.0,64.0,Orthodox,1974-10-31,http://ufcstats.com/fighter-details/8a0be41c0380188d,True,18241.0,49
Robert Valentin,74.0,185.0,77.0,Orthodox,1995-03-31,http://ufcstats.com/fighter-details/0cd0456d6029cec2,True,10785.0,29
Timur Valiev,66.0,135.0,67.0,Orthodox,1990-01-19,http://ufcstats.com/fighter-details/45e738622ea2c02c,True,12682.0,34
Victor Valimaki,72.0,205.0,,Orthodox,,http://ufcstats.com/fighter-details/663b76da637402c3,True,,0
Isaac Vallie-Flagg,68.0,155.0,70.0,Orthodox,1978-04-08,http://ufcstats.com/fighter-details/c295de4e10acd4c9,True,16986.0,46
Joshua Van,65.0,125.0,65.0,Orthodox,2001-10-10,http://ufcstats.com/fighter-details/17e97649403ba428,True,8400.0,22
Mike van Arsdale,74.0,205.0,,Switch,1965-06-20,http://ufcstats.com/fighter-details/2ee09ec2a0695eb9,True,21661.0,59
Matt Van Buren,77.0,205.0,,,1986-06-12,http://ufcstats.com/fighter-details/7b39035fae7268b8,True,13999.0,38
Ron van Clief,70.0,190.0,,Orthodox,1943-01-25,http://ufcstats.com/fighter-details/23ab42947c1990e3,True,29843.0,81
Cameron VanCamp,74.0,155.0,74.0,Switch,1993-04-27,http://ufcstats.com/fighter-details/87e2468b986ebb79,True,11488.0,31
Jared Vanderaa,76.0,265.0,80.0,Orthodox,1992-05-12,http://ufcstats.com/fighter-details/2b68d9f125d07b42,True,11838.0,32
Lando Vannata,69.0,155.0,71.0,Orthodox,1992-03-14,http://ufcstats.com/fighter-details/f9b200db02b488d9,True,11897.0,32
Paige VanZant,64.0,115.0,65.0,Orthodox,1994-03-26,http://ufcstats.com/fighter-details/4d5197f331c47290,True,11155.0,30
Paul Varelans,80.0,300.0,,Orthodox,,http://ufcstats.com/fighter-details/07a18ae55dfc3cd9,True,,0
Kazula Vargas,68.0,155.0,71.0,Southpaw,1985-08-15,http://ufcstats.com/fighter-details/ec18eb918121787c,True,14300.0,39
Jamie Varner,68.0,155.0,71.0,Orthodox,1984-10-12,http://ufcstats.com/fighter-details/a54fc2d6fc224dc3,True,14607.0,39
Guilherme Vasconcelos,72.0,185.0,,Orthodox,1986-03-23,http://ufcstats.com/fighter-details/d6d5da3c209884bc,True,14080.0,38
Yuri Vaulin,76.0,197.0,,Southpaw,,http://ufcstats.com/fighter-details/4679a38cced7c64a,True,,0
Javier Vazquez,67.0,145.0,69.0,Southpaw,1977-07-16,http://ufcstats.com/fighter-details/be5cfd73617a5b1a,True,17252.0,47
Matt Veach,71.0,155.0,,Orthodox,1981-05-31,http://ufcstats.com/fighter-details/5731cc327790b731,True,15837.0,43
Joe Vedepo,72.0,185.0,,Orthodox,,http://ufcstats.com/fighter-details/d35c3ed553b71fa2,True,,0
Cain Velasquez,73.0,240.0,77.0,Orthodox,1982-07-28,http://ufcstats.com/fighter-details/0ff11cc094e887bc,True,15414.0,42
David Velasquez,65.0,145.0,,Orthodox,,http://ufcstats.com/fighter-details/09c44b317c98bf96,True,,0
Bojan Velickovic,72.0,170.0,76.0,Southpaw,1988-12-18,http://ufcstats.com/fighter-details/fcce75a25c14a804,True,13079.0,35
Karlos Vemola,72.0,185.0,75.0,Orthodox,1985-07-03,http://ufcstats.com/fighter-details/d23ccf4a6c221284,True,14343.0,39
Luigi Vendramini,68.0,155.0,73.0,Orthodox,1996-01-16,http://ufcstats.com/fighter-details/2f1a257d6777096d,True,10494.0,28
Brandon Vera,75.0,230.0,78.0,Orthodox,1977-10-10,http://ufcstats.com/fighter-details/fa315e6c77eee106,True,17166.0,46
Marlon Vera,68.0,135.0,70.0,Switch,1992-12-02,http://ufcstats.com/fighter-details/7c7332319c14094c,True,11634.0,31
Carlos Vera,66.0,135.0,69.0,Orthodox,1987-11-05,http://ufcstats.com/fighter-details/07f959e6596307bb,True,13488.0,36
Ernie Verdicia,71.0,199.0,,Orthodox,,http://ufcstats.com/fighter-details/2b1587a3376ab743,True,,0
Joe Veres,67.0,155.0,,Orthodox,1977-11-09,http://ufcstats.com/fighter-details/c6d8ae3b016d5ad5,True,17136.0,46
Nikolay Veretennikov,73.0,170.0,75.0,Orthodox,1989-12-22,http://ufcstats.com/fighter-details/0f1efce7d2571d10,True,12710.0,34
CJ Vergara,66.0,125.0,68.0,Orthodox,1991-06-18,http://ufcstats.com/fighter-details/077e3ace32b72be9,True,12167.0,33
Renato Verissimo,73.0,170.0,,Orthodox,1973-08-03,http://ufcstats.com/fighter-details/c24b1db4b809d41b,True,18695.0,51
Marvin Vettori,72.0,185.0,74.0,Southpaw,1993-09-20,http://ufcstats.com/fighter-details/7acbb0972e75281a,True,11342.0,31
Hugo Viana,66.0,135.0,67.0,Orthodox,1982-09-26,http://ufcstats.com/fighter-details/f95381efb3051d81,True,15354.0,42
Polyana Viana,65.0,115.0,67.0,Orthodox,1992-06-14,http://ufcstats.com/fighter-details/9673a497a9da119a,True,11805.0,32
James Vick,75.0,155.0,76.0,Orthodox,1987-02-23,http://ufcstats.com/fighter-details/6256b2b1562cb8e1,True,13743.0,37
Tamires Vidal,66.0,135.0,68.0,Orthodox,1998-07-27,http://ufcstats.com/fighter-details/4f3064faf17aa711,True,9571.0,26
Milton Vieira,72.0,145.0,,Orthodox,1978-10-04,http://ufcstats.com/fighter-details/7cf20446453f852b,True,16807.0,46
Reginaldo Vieira,67.0,135.0,65.0,Orthodox,1982-11-26,http://ufcstats.com/fighter-details/f9081770e28ea2e1,True,15293.0,41
Ketlen Vieira,68.0,135.0,68.0,Orthodox,1991-08-26,http://ufcstats.com/fighter-details/b9706f80d005036c,True,12098.0,33
Rodolfo Vieira,72.0,185.0,73.0,Orthodox,1989-09-25,http://ufcstats.com/fighter-details/260e9e0d4954aea6,True,12798.0,35
Steve Vigneault,70.0,185.0,,Orthodox,1978-02-14,http://ufcstats.com/fighter-details/6888e31ce88f5b17,True,17039.0,46
Gian Villante,75.0,230.0,76.0,Orthodox,1985-08-18,http://ufcstats.com/fighter-details/fcd448a2fe1a23cc,True,14297.0,39
Ike Villanueva,73.0,205.0,73.0,Orthodox,1984-04-04,http://ufcstats.com/fighter-details/f9d0cae37dabfafc,True,14798.0,40
Danillo Villefort,73.0,185.0,,Orthodox,1983-05-08,http://ufcstats.com/fighter-details/fd87b1bbfcde9d5e,True,15130.0,41
Yuri Villefort,72.0,170.0,73.0,Orthodox,1991-03-23,http://ufcstats.com/fighter-details/0fb1e2694a39a02f,True,12254.0,33
Marcos Vinicius,69.0,125.0,,Orthodox,1979-12-05,http://ufcstats.com/fighter-details/e363b21261814830,True,16380.0,44
Falaniko Vitale,70.0,185.0,,Orthodox,1974-07-14,http://ufcstats.com/fighter-details/445a98acb8985970,True,18350.0,50
Cheyanne Vlismas,63.0,115.0,63.0,Switch,1995-06-25,http://ufcstats.com/fighter-details/4959f10a62f3fec3,True,10699.0,29
Bobby Voelker,72.0,170.0,74.0,Orthodox,1979-04-26,http://ufcstats.com/fighter-details/fb8a3025ae722e64,True,16603.0,45
Alexander Volkanovski,66.0,145.0,71.0,Orthodox,1988-09-29,http://ufcstats.com/fighter-details/e1248941344b3288,True,13159.0,36
